ID,Fullname,City
873,Eox Xoe,Hanga Roa
874,Eox Xoe,Omdurman
875,Eox Xoe,Maceió
876,Eox Xoe,Philadelphia
877,Eox Xoe,Cuiabá
878,Eox Xoe,Graz
879,Eox Xoe,Karachi
880,Eox Xoe,Port Blair
881,Eox Xoe,Salzburg
882,Eox Xoe,Livingstone
883,Eox Xoe,Chengdu
884,Eox Xoe,Shanghai
885,Eox Xoe,Ulan Bator
886,Eox Xoe,Belize City
887,Eox Xoe,Ahmedabad
888,Eox Xoe,Malacca Town
889,Eox Xoe,Tamale
890,Eox Xoe,Kaliningrad
891,Eox Xoe,Porto-Novo
892,Eox Xoe,Bucharest
893,Eox Xoe,Surat
894,Eox Xoe,Yamoussoukro
895,Eox Xoe,Dhaka
896,Eox Xoe,Tehran
897,Eox Xoe,Pelotas
898,Eox Xoe,Salt Lake City
899,Eox Xoe,Budapest
900,Eox Xoe,Athens
901,Eox Xoe,Ashgabat
902,Eox Xoe,Basra
903,Eox Xoe,Bandung
904,Eox Xoe,Shijiazhuang
905,Eox Xoe,Punta Arenas
906,Eox Xoe,Horta (Azores)
907,Eox Xoe,Turin
908,Eox Xoe,Thimphu
909,Eox Xoe,Shillong
910,Eox Xoe,Stanley
911,Eox Xoe,Luxor
912,Eox Xoe,Louisville
913,Eox Xoe,Doha
914,Eox Xoe,Seattle
915,Eox Xoe,Omdurman
916,Eox Xoe,Kaohsiung
917,Eox Xoe,Columbus
918,Eox Xoe,New Orleans
919,Eox Xoe,Sydney
920,Eox Xoe,Austin
921,Eox Xoe,Manaus
922,Eox Xoe,Nukulaelae
923,Eox Xoe,Tirana
924,Eox Xoe,Hargeisa
925,Eox Xoe,Nuuk
926,Eox Xoe,Praia
927,Eox Xoe,Detroit
928,Eox Xoe,Tiraspol
929,Eox Xoe,Palembang
930,Eox Xoe,Jinan
931,Eox Xoe,Novosibirsk
932,Eox Xoe,Boston
933,Eox Xoe,Quetzaltenango
934,Eox Xoe,Palembang
935,Eox Xoe,Riverside
936,Eox Xoe,Rotterdam
937,Eox Xoe,Chiang Mai
938,Eox Xoe,Edmonton
939,Eox Xoe,Zhengzhou
940,Eox Xoe,Malabo
941,Eox Xoe,Lahore
942,Eox Xoe,Arbil
943,Eox Xoe,Pyongyang
944,Eox Xoe,Bilbao
945,Eox Xoe,Cayenne
946,Eox Xoe,Gold Coast
947,Eox Xoe,Pittsburgh
948,Eox Xoe,Reykjavík
949,Eox Xoe,Baghdad
950,Eox Xoe,Harbin
951,Eox Xoe,Mexicali
952,Eox Xoe,Naypyidaw
953,Eox Xoe,Shenzhen
954,Eox Xoe,Stockholm
955,Eox Xoe,Dongguan
956,Eox Xoe,Aarhus
957,Eox Xoe,Amman
958,Eox Xoe,Cleveland
959,Eox Xoe,Winnipeg
960,Eox Xoe,Porto
961,Eox Xoe,Adana
962,Eox Xoe,St. John's
963,Eox Xoe,Sitka
964,Eox Xoe,Asmara
965,Eox Xoe,Malé
966,Eox Xoe,Naples
967,Eox Xoe,Wuhan
968,Eox Xoe,Amsterdam
969,Eox Xoe,Lanzhou
970,Eox Xoe,Madrid
971,Eox Xoe,Lima
972,Eox Xoe,Ponta Delgada
973,Eox Xoe,Valparaíso
974,Eox Xoe,Recife
975,Eox Xoe,Toronto
976,Eox Xoe,Mecca
977,Eox Xoe,Dallas
978,Eox Xoe,Seoul
979,Eox Xoe,Bishkek
980,Eox Xoe,Zanzibar City
981,Eox Xoe,Tianjin
982,Eox Xoe,Tianjin
983,Eox Xoe,Indianapolis
984,Eox Xoe,Addis Ababa
985,Eox Xoe,St. George's
986,Eox Xoe,Tianjin
987,Eox Xoe,Paris
988,Eox Xoe,Manama
989,Eox Xoe,Bangui
990,Eox Xoe,Mendoza
991,Eox Xoe,Alofi
992,Eox Xoe,Quebec City
993,Eox Xoe,Accra
994,Eox Xoe,Lviv
995,Eox Xoe,Juneau
996,Eox Xoe,Dili
997,Eox Xoe,Harare
998,Eox Xoe,Kuala Lumpur
999,Eox Xoe,Medellín
1000,Eox Xoe,Dublin
1001,Eox Xoe,New Delhi
1002,Eox Xoe,Tripoli
1003,Eox Xoe,Bloemfontein
1004,Eox Xoe,Macapá
1005,Eox Xoe,Lanzhou
1006,Eox Xoe,Jaipur
1007,Eox Xoe,Rawalpindi
1008,Eox Xoe,Detroit
1009,Eox Xoe,Indianapolis
1010,Eox Xoe,Abidjan
1011,Eox Xoe,Yokohama
1012,Eox Xoe,Chennai
1013,Eox Xoe,Belfast
1014,Eox Xoe,Johannesburg
1015,Eox Xoe,Oklahoma City
1016,Eox Xoe,Tucson
1017,Eox Xoe,Hobart
1018,Eox Xoe,Yekaterinburg
1019,Eox Xoe,Siem Reap
1020,Eox Xoe,Rotterdam
1021,Eox Xoe,San Salvador
1022,Eox Xoe,Sri Jayawardenapura-Kotte
1023,Eox Xoe,San Fernando
1024,Eox Xoe,Nassau
1025,Eox Xoe,Kaliningrad
1026,Eox Xoe,Mexico City
1027,Eox Xoe,Cleveland
1028,Eox Xoe,Konya
1029,Eox Xoe,Guangzhou
1030,Eox Xoe,Frankfurt
1031,Eox Xoe,Ürümqi
1032,Eox Xoe,San Diego
1033,Eox Xoe,Colombo
1034,Eox Xoe,Tartu
1035,Eox Xoe,Rawalpindi
1036,Eox Xoe,Santa Cruz de la Sierra
1037,Eox Xoe,Magadan
1038,Eox Xoe,Lanzhou
1039,Eox Xoe,Warsaw
1040,Eox Xoe,Anchorage
1041,Eox Xoe,Cape Town
1042,Eox Xoe,Antananarivo
1043,Eox Xoe,Basra
1044,Eox Xoe,Kingston
1045,Eox Xoe,La Serena
1046,Eox Xoe,Whitehorse
1047,Eox Xoe,Jacksonville
1048,Eox Xoe,La Paz
1049,Eox Xoe,George Town
1050,Eox Xoe,Horta (Azores)
1051,Eox Xoe,Maseru
1052,Eox Xoe,Luanda
1053,Eox Xoe,Hiroshima
1054,Eox Xoe,Mumbai
1055,Eox Xoe,Nanjing
1056,Eox Xoe,Sitka
1057,Eox Xoe,Nairobi
1058,Eox Xoe,Panama City
1059,Eox Xoe,São Paulo
1060,Eox Xoe,Dallas
1061,Eox Xoe,Tijuana
1062,Eox Xoe,Kuching
1063,Eox Xoe,Antwerp
1064,Eox Xoe,Ndola
1065,Eox Xoe,Blantyre
1066,Eox Xoe,Washington
1067,Eox Xoe,Durango
1068,Eox Xoe,Guayaquil
1069,Eox Xoe,Darwin
1070,Eox Xoe,Yellowknife
1071,Eox Xoe,Kraków
1072,Eox Xoe,City of San Marino
1073,Eox Xoe,Berlin
1074,Eox Xoe,Wellington
1075,Eox Xoe,Doha
1076,Eox Xoe,Santa Cruz de Tenerife
1077,Eox Xoe,Alofi
1078,Eox Xoe,Oklahoma City
1079,Eox Xoe,Louisville
1080,Eox Xoe,Punta Arenas
1081,Eox Xoe,Hanoi
1082,Eox Xoe,Istanbul
1083,Eox Xoe,Odessa
1084,Eox Xoe,Bern
1085,Eox Xoe,Pyongyang
1086,Eox Xoe,Philadelphia
1087,Eox Xoe,Funafuti
1088,Eox Xoe,Alofi
1089,Eox Xoe,Bilbao
1090,Eox Xoe,Nizhny Novgorod
1091,Eox Xoe,Bishkek
1092,Eox Xoe,Ponta Delgada
1093,Eox Xoe,Greenwich
1094,Eox Xoe,Stepanakert
1095,Eox Xoe,Durango
1096,Eox Xoe,Iloilo City
1097,Eox Xoe,Medellín
1098,Eox Xoe,Roseau
1099,Eox Xoe,Adelaide
1100,Eox Xoe,San Francisco
1101,Eox Xoe,Rochester
1102,Eox Xoe,Port-au-Prince
1103,Eox Xoe,Bishkek
1104,Eox Xoe,La Paz
1105,Eox Xoe,Hilo
1106,Eox Xoe,Rio de Janeiro
1107,Eox Xoe,Bulawayo
1108,Eox Xoe,San Carlos de Bariloche
1109,Eox Xoe,Brikama
1110,Eox Xoe,Sabha
1111,Eox Xoe,Longyearbyen
1112,Eox Xoe,Karachi
1113,Eox Xoe,Saint Petersburg
1114,Eox Xoe,Tagbilaran
1115,Eox Xoe,Puerto Williams
1116,Eox Xoe,N'Djamena
1117,Eox Xoe,Abidjan
1118,Eox Xoe,Jayapura
1119,Eox Xoe,Multan
1120,Eox Xoe,Bandar Seri Begawan
1121,Eox Xoe,Tegucigalpa
1122,Eox Xoe,Bogor
1123,Eox Xoe,Taichung
1124,Eox Xoe,Caracas
1125,Eox Xoe,Banda Aceh
1126,Eox Xoe,Frankfurt
1127,Eox Xoe,Havana
1128,Eox Xoe,Leipzig
1129,Eox Xoe,Chuí
1130,Eox Xoe,Durango
1131,Eox Xoe,Tucson
1132,Eox Xoe,Aberdeen
1133,Eox Xoe,George Town
1134,Eox Xoe,La Serena
1135,Eox Xoe,Belmopan
1136,Eox Xoe,Sukhumi
1137,Eox Xoe,Yaren District
1138,Eox Xoe,San Carlos de Bariloche
1139,Eox Xoe,El Aaiún
1140,Eox Xoe,Cardiff
1141,Eox Xoe,Mbabane
1142,Eox Xoe,Tel Aviv
1143,Eox Xoe,Linz
1144,Eox Xoe,Barranquilla
1145,Eox Xoe,Christchurch
1146,Eox Xoe,Qingdao
1147,Eox Xoe,Toronto
1148,Eox Xoe,Porto-Novo
1149,Eox Xoe,Minsk
1150,Eox Xoe,Kaohsiung
1151,Eox Xoe,Hyderabad
1152,Eox Xoe,Nukus
1153,Eox Xoe,Antananarivo
1154,Eox Xoe,Bogotá
1155,Eox Xoe,Iquique
1156,Eox Xoe,Oslo
1157,Eox Xoe,Huế
1158,Eox Xoe,Yamoussoukro
1159,Eox Xoe,Guangzhou
1160,Eox Xoe,Banjul
1161,Eox Xoe,Stepanakert
1162,Eox Xoe,Papeete
1163,Eox Xoe,Ljubljana
1164,Eox Xoe,Hat Yai
1165,Eox Xoe,Toulouse
1166,Eox Xoe,Bissau
1167,Eox Xoe,Gold Coast
1168,Eox Xoe,Konya
1169,Eox Xoe,Manila
1170,Eox Xoe,Ilhéus
1171,Eox Xoe,Leeds
1172,Eox Xoe,Marseille
1173,Eox Xoe,Sabha
1174,Eox Xoe,Melbourne
1175,Eox Xoe,Siem Reap
1176,Eox Xoe,Port Vila
1177,Eox Xoe,Gangtok
1178,Eox Xoe,Charlotte Amalie
1179,Eox Xoe,Antwerp
1180,Eox Xoe,Belém
1181,Eox Xoe,Pontianak
1182,Eox Xoe,Cairo
1183,Eox Xoe,Guatemala City
1184,Eox Xoe,San Juan
1185,Eox Xoe,Puerto Williams
1186,Eox Xoe,Budapest
1187,Eox Xoe,Kota Bharu
1188,Eox Xoe,Malacca Town
1189,Eox Xoe,South Tarawa
1190,Eox Xoe,Port-au-Prince
1191,Eox Xoe,Ljubljana
1192,Eox Xoe,Kuching
1193,Eox Xoe,Zapopan
1194,Eox Xoe,Brussels
1195,Eox Xoe,Charlotte Amalie
1196,Eox Xoe,Virginia Beach
1197,Eox Xoe,Zanzibar City
1198,Eox Xoe,Cairns
1199,Eox Xoe,Omsk
1200,Eox Xoe,Pago Pago
1201,Eox Xoe,Djibouti (city)
1202,Eox Xoe,Melbourne
1203,Eox Xoe,Yellowknife
1204,Eox Xoe,Arequipa
1205,Eox Xoe,Geneva
1206,Eox Xoe,Stuttgart
1207,Eox Xoe,Zanzibar City
1208,Eox Xoe,Banjul
1209,Eox Xoe,Juneau
1210,Eox Xoe,Santo Domingo
1211,Eox Xoe,Hai Phong
1212,Eox Xoe,Yellowknife
1213,Eox Xoe,Lahore
1214,Eox Xoe,Melbourne
1215,Eox Xoe,Espoo
1216,Eox Xoe,Douglas
1217,Eox Xoe,The Hague
1218,Eox Xoe,Cardiff
1219,Eox Xoe,Medan
1220,Eox Xoe,Almaty
1221,Eox Xoe,Tashkent
1222,Eox Xoe,Dhaka
1223,Eox Xoe,San Antonio
1224,Eox Xoe,Iquique
1225,Eox Xoe,Adana
1226,Eox Xoe,Podgorica
1227,Eox Xoe,Gothenburg
1228,Eox Xoe,Kraków
1229,Eox Xoe,Balikpapan
1230,Eox Xoe,Geneva
1231,Eox Xoe,Iloilo City
1232,Eox Xoe,South Tarawa
1233,Eox Xoe,Bratislava
1234,Eox Xoe,Buenos Aires
1235,Eox Xoe,Handan
1236,Eox Xoe,Rome
1237,Eox Xoe,Chiang Mai
1238,Eox Xoe,Sofia
1239,Eox Xoe,Freetown
1240,Eox Xoe,Santo Domingo
1241,Eox Xoe,Rochester
1242,Eox Xoe,Yokohama
1243,Eox Xoe,Basra
1244,Eox Xoe,Charlottetown
1245,Eox Xoe,Bishkek
1246,Eox Xoe,Zanzibar City
1247,Eox Xoe,Dili
1248,Eox Xoe,Assis
1249,Eox Xoe,Graz
1250,Eox Xoe,Quetzaltenango
1251,Eox Xoe,Rome
1252,Eox Xoe,Lima
1253,Eox Xoe,Taipei
1254,Eox Xoe,Rabat
1255,Eox Xoe,Shigatse
1256,Eox Xoe,Córdoba
1257,Eox Xoe,Ouagadougou
1258,Eox Xoe,Bucharest
1259,Eox Xoe,Jamestown
1260,Eox Xoe,Okinawa
1261,Eox Xoe,Atlanta
1262,Eox Xoe,Cairns
1263,Eox Xoe,Baltimore
1264,Eox Xoe,Hangzhou
1265,Eox Xoe,Siem Reap
1266,Eox Xoe,Bujumbura
1267,Eox Xoe,Banda Aceh
1268,Eox Xoe,Hiroshima
1269,Eox Xoe,Hanoi
1270,Eox Xoe,Campo Grande
1271,Eox Xoe,Birmingham
1272,Eox Xoe,Iqaluit
1273,Eox Xoe,Porto Velho
1274,Eox Xoe,Dar es Salaam
1275,Eox Xoe,Hong Kong
1276,Eox Xoe,Tijuana
1277,Eox Xoe,Port Said
1278,Eox Xoe,Sana'a
1279,Eox Xoe,Hat Yai
1280,Eox Xoe,Greenwich
1281,Eox Xoe,City of San Marino
1282,Eox Xoe,Luxembourg (city)
1283,Eox Xoe,Tampa
1284,Eox Xoe,Seoul
1285,Eox Xoe,Djibouti (city)
1286,Eox Xoe,Arequipa
1287,Eox Xoe,Ahmedabad
1288,Eox Xoe,Tirana
1289,Eox Xoe,Tamale
1290,Eox Xoe,Puebla
1291,Eox Xoe,Kawasaki
1292,Eox Xoe,Madrid
1293,Eox Xoe,Kharkiv
1294,Eox Xoe,Port Hedland
1295,Eox Xoe,Helsinki
1296,Eox Xoe,Louisville
1297,Eox Xoe,Wollongong
1298,Eox Xoe,George Town
1299,Eox Xoe,Vaduz
1300,Eox Xoe,Algiers
1301,Eox Xoe,Chiang Mai
1302,Eox Xoe,Porto-Novo
1303,Eox Xoe,Shigatse
1304,Eox Xoe,City of Halifax
1305,Eox Xoe,Jinan
1306,Eox Xoe,Hong Kong
1307,Eox Xoe,Alexandria
1308,Eox Xoe,Nuuk
1309,Eox Xoe,Busan
1310,Eox Xoe,Gaza
1311,Eox Xoe,Rosario
1312,Eox Xoe,Kano
1313,Eox Xoe,Santiago
1314,Eox Xoe,Namangan
1315,Eox Xoe,Nukuʻalofa
1316,Eox Xoe,Lusaka
1317,Eox Xoe,Manaus
1318,Eox Xoe,Lahore
1319,Eox Xoe,Houston
1320,Eox Xoe,Bogor
1321,Eox Xoe,Mashhad
1322,Eox Xoe,Macau
1323,Eox Xoe,Edinburgh
1324,Eox Xoe,Thimphu
1325,Eox Xoe,Avarua
1326,Eox Xoe,Jinan
1327,Eox Xoe,Gdańsk
1328,Eox Xoe,Timbuktu
1329,Eox Xoe,Luanda
1330,Eox Xoe,Puebla
1331,Eox Xoe,Manzini
1332,Eox Xoe,Palma
1333,Eox Xoe,Batticaloa
1334,Eox Xoe,Addis Ababa
1335,Eox Xoe,Pristina
1336,Eox Xoe,Stuttgart
1337,Eox Xoe,Antwerp
1338,Eox Xoe,Yaoundé
1339,Eox Xoe,Oranjestad
1340,Eox Xoe,Livingstone
1341,Eox Xoe,Cologne
1342,Eox Xoe,Kunming
1343,Eox Xoe,Shanghai
1344,Eox Xoe,Lilongwe
1345,Eox Xoe,Charlotte Amalie
1346,Eox Xoe,Chongjin
1347,Eox Xoe,Tiraspol
1348,Eox Xoe,Managua
1349,Eox Xoe,Düsseldorf
1350,Eox Xoe,Oklahoma City
1351,Eox Xoe,Kuala Lumpur
1352,Eox Xoe,Jakarta
1353,Eox Xoe,Praia
1354,Eox Xoe,Yamoussoukro
1355,Eox Xoe,Perm
1356,Eox Xoe,Punta Arenas
1357,Eox Xoe,Linz
1358,Eox Xoe,Ashgabat
1359,Eox Xoe,Perm
1360,Eox Xoe,Multan
1361,Eox Xoe,Cebu City
1362,Eox Xoe,Detroit
1363,Eox Xoe,Bergen
1364,Eox Xoe,Juneau
1365,Eox Xoe,Fredericton
1366,Eox Xoe,Balikpapan
1367,Eox Xoe,Hai Phong
1368,Eox Xoe,Malacca Town
1369,Eox Xoe,Vienna
1370,Eox Xoe,George Town
1371,Eox Xoe,Bogor
1372,Eox Xoe,Belmopan
1373,Eox Xoe,Tampere
1374,Eox Xoe,Miami
1375,Eox Xoe,Busan
1376,Eox Xoe,Guwahati
1377,Eox Xoe,Macapá
1378,Eox Xoe,Campo Grande
1379,Eox Xoe,Assis
1380,Eox Xoe,Taichung
1381,Eox Xoe,Mérida
1382,Eox Xoe,Tagbilaran
1383,Eox Xoe,Barcelona
1384,Eox Xoe,Las Vegas
1385,Eox Xoe,Medan
1386,Eox Xoe,Dibrugarh
1387,Eox Xoe,Bratsk
1388,Eox Xoe,Gaziantep
1389,Eox Xoe,Campinas
1390,Eox Xoe,Canberra
1391,Eox Xoe,Ushuaia
1392,Eox Xoe,Ndola
1393,Eox Xoe,Mendoza
1394,Eox Xoe,Vaduz
1395,Eox Xoe,Taiyuan
1396,Eox Xoe,Iquique
1397,Eox Xoe,Manila
1398,Eox Xoe,Cleveland
1399,Eox Xoe,Sacramento
1400,Eox Xoe,London
1401,Eox Xoe,Wichita
1402,Eox Xoe,Chongqing
1403,Eox Xoe,Tiraspol
1404,Eox Xoe,Sucre
1405,Eox Xoe,Faisalabad
1406,Eox Xoe,Oklahoma City
1407,Eox Xoe,Rome
1408,Eox Xoe,Ürümqi
1409,Eox Xoe,Multan
1410,Eox Xoe,Mendoza
1411,Eox Xoe,Cape Town
1412,Eox Xoe,Koulikoro
1413,Eox Xoe,Stepanakert
1414,Eox Xoe,Cairo
1415,Eox Xoe,Antananarivo
1416,Eox Xoe,Malé
1417,Eox Xoe,Nuuk
1418,Eox Xoe,Cleveland
1419,Eox Xoe,Luxor
1420,Eox Xoe,Canberra
1421,Eox Xoe,Whitehorse
1422,Eox Xoe,Geelong
1423,Eox Xoe,Iqaluit
1424,Eox Xoe,Hat Yai
1425,Eox Xoe,Mexicali
1426,Eox Xoe,Sabha
1427,Eox Xoe,Bratislava
1428,Eox Xoe,Iloilo City
1429,Eox Xoe,Boa Vista
1430,Eox Xoe,Douala
1431,Eox Xoe,Fort-de-France
1432,Eox Xoe,Salt Lake City
1433,Eox Xoe,Thessaloniki
1434,Eox Xoe,Blantyre
1435,Eox Xoe,Nakhon Ratchasima
1436,Eox Xoe,Novosibirsk
1437,Eox Xoe,Marseille
1438,Eox Xoe,Macau
1439,Eox Xoe,Athens
1440,Eox Xoe,Kiev
1441,Eox Xoe,Anadyr (town)
1442,Eox Xoe,Hong Kong
1443,Eox Xoe,Asmara
1444,Eox Xoe,Melekeok
1445,Eox Xoe,Barranquilla
1446,Eox Xoe,Saint-Pierre
1447,Eox Xoe,Lobamba
1448,Eox Xoe,Patna
1449,Eox Xoe,Norilsk
1450,Eox Xoe,Salzburg
1451,Eox Xoe,Port Moresby
1452,Eox Xoe,Las Vegas
1453,Eox Xoe,Porto Alegre
1454,Eox Xoe,Albuquerque
1455,Eox Xoe,Barranquilla
1456,Eox Xoe,Geneva
1457,Eox Xoe,Madrid
1458,Eox Xoe,Faisalabad
1459,Eox Xoe,Milan
1460,Eox Xoe,Wuhan
1461,Eox Xoe,Macau
1462,Eox Xoe,Dongguan
1463,Eox Xoe,Cebu City
1464,Eox Xoe,Macau
1465,Eox Xoe,Moroni
1466,Eox Xoe,Nantes
1467,Eox Xoe,Hangzhou
1468,Eox Xoe,Dar es Salaam
1469,Eox Xoe,Nouméa
1470,Eox Xoe,Quito
1471,Eox Xoe,Weno
1472,Eox Xoe,Rabi Island
1473,Eox Xoe,Omsk
1474,Eox Xoe,Seattle
1475,Eox Xoe,Tamale
1476,Eox Xoe,Lucknow
1477,Eox Xoe,Chongqing
1478,Eox Xoe,Baltimore
1479,Eox Xoe,Aberdeen
1480,Eox Xoe,Zagreb
1481,Eox Xoe,Lubumbashi
1482,Eox Xoe,Monrovia
1483,Eox Xoe,Las Vegas
1484,Eox Xoe,Athens
1485,Eox Xoe,Forked River
1486,Eox Xoe,Valdivia
1487,Eox Xoe,Salt Lake City
1488,Eox Xoe,Abu Dhabi
1489,Eox Xoe,Kharkiv
1490,Eox Xoe,Bujumbura
1491,Eox Xoe,Lima
1492,Eox Xoe,Amman
1493,Eox Xoe,Belfast
1494,Eox Xoe,Enugu
1495,Eox Xoe,Hamburg
1496,Eox Xoe,Nantes
1497,Eox Xoe,Omdurman
1498,Eox Xoe,Koulikoro
1499,Eox Xoe,Kuala Lumpur
1500,Eox Xoe,Warsaw
1501,Eox Xoe,Mecca
1502,Eox Xoe,Papeete
1503,Eox Xoe,Tijuana
1504,Eox Xoe,Casablanca
1505,Eox Xoe,Djibouti (city)
1506,Eox Xoe,Split (city)
1507,Eox Xoe,Nukulaelae
1508,Eox Xoe,Vladivostok
1509,Eox Xoe,Berlin
1510,Eox Xoe,Hong Kong
1511,Eox Xoe,Bridgetown
1512,Eox Xoe,Virginia Beach
1513,Eox Xoe,Balikpapan
1514,Eox Xoe,Nizhny Novgorod
1515,Eox Xoe,Djibouti (city)
1516,Eox Xoe,Marseille
1517,Eox Xoe,Moscow
1518,Eox Xoe,Bogor
1519,Eox Xoe,Kansas City
1520,Eox Xoe,Kingston
1521,Eox Xoe,Daegu
1522,Eox Xoe,Concepción
1523,Eox Xoe,Nairobi
1524,Eox Xoe,Kansas City
1525,Eox Xoe,Abu Dhabi
1526,Eox Xoe,Freetown
1527,Eox Xoe,Dushanbe
1528,Eox Xoe,Pekanbaru
1529,Eox Xoe,Murmansk
1530,Eox Xoe,Tamale
1531,Eox Xoe,Manama
1532,Eox Xoe,Luxor
1533,Eox Xoe,Juneau
1534,Eox Xoe,Monterrey
1535,Eox Xoe,Yangon
1536,Eox Xoe,Tirana
1537,Eox Xoe,Nizhny Novgorod
1538,Eox Xoe,Surabaya
1539,Eox Xoe,Denpasar
1540,Eox Xoe,Rabi Island
1541,Eox Xoe,Winnipeg
1542,Eox Xoe,Kunming
1543,Eox Xoe,Basse-Terre
1544,Eox Xoe,Bratislava
1545,Eox Xoe,Veracruz
1546,Eox Xoe,Tripoli
1547,Eox Xoe,Batticaloa
1548,Eox Xoe,Fredericton
1549,Eox Xoe,Norilsk
1550,Eox Xoe,Casablanca
1551,Eox Xoe,Virginia Beach
1552,Eox Xoe,Bogor
1553,Eox Xoe,Birmingham
1554,Eox Xoe,Punta Arenas
1555,Eox Xoe,Samara
1556,Eox Xoe,Gothenburg
1557,Eox Xoe,Anadyr (town)
1558,Eox Xoe,Petropavlovsk-Kamchatsky
1559,Eox Xoe,Brikama
1560,Eox Xoe,Birkirkara
1561,Eox Xoe,Nairobi
1562,Eox Xoe,Niamey
1563,Eox Xoe,Macau
1564,Eox Xoe,Novosibirsk
1565,Eox Xoe,Las Vegas
1566,Eox Xoe,Raleigh
1567,Eox Xoe,Jayapura
1568,Eox Xoe,Tbilisi
1569,Eox Xoe,Nuuk
1570,Eox Xoe,Monrovia
1571,Eox Xoe,Los Angeles
1572,Eox Xoe,Assis
1573,Eox Xoe,Phuket (city)
1574,Eox Xoe,Fredericton
1575,Eox Xoe,Rabi Island
1576,Eox Xoe,Niamey
1577,Eox Xoe,Bridgetown
1578,Eox Xoe,Fortaleza
1579,Eox Xoe,Detroit
1580,Eox Xoe,Sri Jayawardenapura-Kotte
1581,Eox Xoe,Nairobi
1582,Eox Xoe,Suva
1583,Eox Xoe,Wuhan
1584,Eox Xoe,Dili
1585,Eox Xoe,Tripoli
1586,Eox Xoe,Cockburn Town
1587,Eox Xoe,Bern
1588,Eox Xoe,Vladivostok
1589,Eox Xoe,Beijing
1590,Eox Xoe,Dunedin
1591,Eox Xoe,Fukuoka
1592,Eox Xoe,Riga
1593,Eox Xoe,Shanghai
1594,Eox Xoe,Vienna
1595,Eox Xoe,Nagpur
1596,Eox Xoe,Huế
1597,Eox Xoe,Thessaloniki
1598,Eox Xoe,San Salvador
1599,Eox Xoe,Tashkent
1600,Eox Xoe,Lhasa
1601,Eox Xoe,Basra
1602,Eox Xoe,Ashgabat
1603,Eox Xoe,Lagos
1604,Eox Xoe,Nassau
1605,Eox Xoe,Samara
1606,Eox Xoe,Kanpur
1607,Eox Xoe,Veracruz
1608,Eox Xoe,Porto Alegre
1609,Eox Xoe,Yokohama
1610,Eox Xoe,Phoenix
1611,Eox Xoe,Santa Cruz de la Sierra
1612,Eox Xoe,Charlotte
1613,Eox Xoe,Doha
1614,Eox Xoe,Manila
1615,Eox Xoe,Dunedin
1616,Eox Xoe,Dubai
1617,Eox Xoe,Dalian
1618,Eox Xoe,St. George's
1619,Eox Xoe,Manila
1620,Eox Xoe,Doha
1621,Eox Xoe,Santa Cruz de Tenerife
1622,Eox Xoe,Jeddah
1623,Eox Xoe,Quetzaltenango
1624,Eox Xoe,Lomé
1625,Eox Xoe,Rome
1626,Eox Xoe,Riyadh
1627,Eox Xoe,Lisbon
1628,Eox Xoe,Nakhon Ratchasima
1629,Eox Xoe,Havana
1630,Eox Xoe,San José
1631,Eox Xoe,Bilbao
1632,Eox Xoe,Bogotá
1633,Eox Xoe,Auckland
1634,Eox Xoe,Amsterdam
1635,Eox Xoe,Daegu
1636,Eox Xoe,Johor Bahru
1637,Eox Xoe,La Paz
1638,Eox Xoe,Honolulu
1639,Eox Xoe,Kawasaki
1640,Eox Xoe,Málaga
1641,Eox Xoe,Port Moresby
1642,Eox Xoe,Konya
1643,Eox Xoe,Ilhéus
1644,Eox Xoe,Suez
1645,Eox Xoe,Cebu City
1646,Eox Xoe,Havana
1647,Eox Xoe,Douala
1648,Eox Xoe,Nanning
1649,Eox Xoe,Dallas
1650,Eox Xoe,Maputo
1651,Eox Xoe,Cape Town
1652,Eox Xoe,Chicago
1653,Eox Xoe,Belize City
1654,Eox Xoe,Lusaka
1655,Eox Xoe,Lilongwe
1656,Eox Xoe,Lusaka
1657,Eox Xoe,Asunción
1658,Eox Xoe,St. George's
1659,Eox Xoe,Fredericton
1660,Eox Xoe,Rawalpindi
1661,Eox Xoe,Montevideo
1662,Eox Xoe,Barranquilla
1663,Eox Xoe,Madrid
1664,Eox Xoe,Sacramento
1665,Eox Xoe,Iquitos
1666,Eox Xoe,Linz
1667,Eox Xoe,Perth
1668,Eox Xoe,Santiago de Cuba
1669,Eox Xoe,San Diego
1670,Eox Xoe,Birmingham
1671,Eox Xoe,Sri Jayawardenapura-Kotte
1672,Eox Xoe,Santiago de Cuba
1673,Eox Xoe,Pekanbaru
1674,Eox Xoe,Washington
1675,Eox Xoe,Managua
1676,Eox Xoe,Konya
1677,Eox Xoe,Nouméa
1678,Eox Xoe,Vientiane
1679,Eox Xoe,Kharkiv
1680,Eox Xoe,Boston
1681,Eox Xoe,Shenyang
1682,Eox Xoe,Conakry
1683,Eox Xoe,Sarajevo
1684,Eox Xoe,Saint-Denis
1685,Eox Xoe,Vladivostok
1686,Eox Xoe,Stanley
1687,Eox Xoe,New Delhi
1688,Eox Xoe,Basra
1689,Eox Xoe,Medan
1690,Eox Xoe,Seoul
1691,Eox Xoe,Almaty
1692,Eox Xoe,Medan
1693,Eox Xoe,Porto Alegre
1694,Eox Xoe,Surat
1695,Eox Xoe,São José dos Campos
1696,Eox Xoe,Nicosia
